id,name_en,description_en,related_product_ids,list_price,discounted_price,short_description_en,sku
1577,Gwyn Endurance Tee,"&lt;p&gt;When the miles add up, comfort is crucial. The short-sleeve Gwyn Endurance Tee is designed with an ultra-lightweight blend of breathable fabrics to help you tackle your training. Female-specific seams and a sporty v-neckline offer subtle style.&lt;/p&gt; &lt;p&gt;&amp;bull; Short-Sleeves.&lt;br /&gt;&amp;bull; Machine wash/line dry.&lt;/p&gt;","1417,1433,1449,1465,1481,1497,1529,1545",24,24,,WS01
1593,Desiree Fitness Tee,"&lt;p&gt;When you're too far to turn back, thank yourself for choosing the Desiree Fitness Tee. Its ultra-lightweight, ultra-breathable fabric wicks sweat away from your body and helps keeps you cool for the distance.&lt;/p&gt; &lt;p&gt;&amp;bull; Short-Sleeves.&lt;br /&gt;&amp;bull; Performance fabric.&lt;br /&gt;&amp;bull; Machine wash/line dry.&lt;/p&gt;","1417,1433,1449,1465,1481,1497,1529,1545",24,24,,WS05
1609,Electra Bra Top,"&lt;p&gt;A heavenly soft and stylish eco garment, the Electra Bra Top is perfect for wearing on its own as a hot yoga top or layered under a tank.&lt;/p&gt; &lt;p&gt;&amp;bull; Gray rouched bra top.&lt;br /&gt;&amp;bull; Attractive back straps feature contrasting motif fabric.&lt;br /&gt;&amp;bull; Interior bra top is lined with breathable mesh.&lt;br /&gt;&amp;bull; Elastic underband for superior support.&lt;br /&gt;&amp;bull; Removable cup inserts.&lt;br /&gt;&amp;bull; Chafe-free flat lock seams provide added comfort.&lt;/p&gt;",,39,39,,WB01
1625,Erica Evercool Sports Bra,"&lt;p&gt;Perfect for medium-impact workouts, our Erica EverCool&amp;trade; Sports Bra brings a brilliant combo of comfort and style. Moisture-wicking technology keeps you dry, and the flattering hybrid racerback promises an unbeatable range of motion.&lt;/p&gt; &lt;p&gt;&amp;bull; Honeycomb light blue bra top.&lt;br /&gt;&amp;bull; Elastic hem.&lt;br /&gt;&amp;bull; Reinforced binding. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,39,39,,WB02
1641,Celeste Sports Bra,"&lt;p&gt;Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.&lt;/p&gt; &lt;p&gt;&amp;bull; Mint bra top. &lt;br /&gt;&amp;bull; Seam-free interior molded cups&lt;br /&gt;&amp;bull; Odor control. &lt;br /&gt;&amp;bull; UV protection. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,39,39,,WB03
1657,Prima Compete Bra Top,"&lt;p&gt;Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. &lt;br /&gt;`&lt;br /&gt;&amp;bull; Colorblocked details.&lt;br /&gt;&amp;bull; Machine wash/line dry.&lt;/p&gt;",,24,24,,WB04
1673,Lucia Cross-Fit Bra,"&lt;p&gt;Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.&lt;/p&gt; &lt;p&gt;&amp;bull; Black/white bra top. &lt;br /&gt;&amp;bull; Criss-cross back design. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,39,39,,WB05
1689,Bella Tank,"&lt;p&gt;Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.&lt;/p&gt; &lt;p&gt;&amp;bull; Navy blue tank top - cotton.&lt;br /&gt;&amp;bull; Feminine scoop neckline.&lt;br /&gt;&amp;bull; Power mesh lining in shelf bra for superior support.&lt;br /&gt;&amp;bull; Soft, breathable fabric.&lt;br /&gt;&amp;bull; Dry wick fabric to stay cool and dry.&lt;/p&gt;",,29,29,,WT01
1705,Zoe Tank,"&lt;p&gt;The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.&lt;/p&gt; &lt;p&gt;&amp;bull; Salmon heather tank top.&lt;br /&gt;&amp;bull; 1&quot; elastic band on inner bra.&lt;br /&gt;&amp;bull; Mesh lining on shelf bra for support.&lt;br /&gt;&amp;bull; Soft, breathable fabric.&lt;br /&gt;&amp;bull; Dry wick fabric to stay cool and dry.&lt;/p&gt;",,29,29,,WT02
1721,Nora Practice Tank,"&lt;p&gt;A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!&lt;/p&gt; &lt;p&gt;&amp;bull; Pink stripped tank with side rouching.&lt;br /&gt;&amp;bull; Pre-shrunk.&lt;br /&gt;&amp;bull; Garment dyed.&lt;br /&gt;&amp;bull; 92% Organic Cotton/8% Lycra.&lt;/p&gt;",,39,39,,WT03
1737,Nona Fitness Tank,"&lt;p&gt;It doesn't matter if your goal is 5 miles or an hour of Vinyasa, because our Nona Fitness Tank does it all. You don't have to sacrifice either -- this v-neck top features smooth, chafe-free seams and a breathable mesh back insert. Cute, too.&lt;/p&gt; &lt;p&gt;&amp;bull; Blue/white striped mesh tank.&lt;br /&gt;&amp;bull; Relaxed fit. &lt;br /&gt;&amp;bull; Chafe-resistant trim around armholes and collar. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,39,39,,WT04
1753,Leah Yoga Top,"&lt;p&gt;The Leah Yoga Top offers a practical, comfortable upper that will not compromise your style. Body hugging fit and interior shelf bra make it suitable for active or leisure pursuits.&lt;/p&gt; &lt;p&gt;&amp;bull; Blue heather rouched tank top.&lt;br /&gt;&amp;bull; Camisole tank top.&lt;br /&gt;&amp;bull; Banding and shirring details.&lt;br /&gt;&amp;bull; Body hugging fit.&lt;br /&gt;&amp;bull; Contrast topstitch.&lt;br /&gt;&amp;bull; Interior shelf bra with shapewear technology.&lt;br /&gt;&amp;bull; 65% Polyester 35% Cotton.&lt;/p&gt;",,39,39,,WT05
1769,Chloe Compete Tank,"&lt;p&gt;You've earned your figure, so stay cool and let it do all the talking in the form-fitted, sleek racerback Chloe Compete Tank. Designed for total range of motion and performance, the Nona is made with highly breathable mesh fabric.&lt;/p&gt; &lt;p&gt;&amp;bull; Royal blue tank top - nylon/spandex.&lt;br /&gt;&amp;bull; Flatlock stitching.&lt;br /&gt;&amp;bull; Moisture-wicking fabric. &lt;br /&gt;&amp;bull; Ergonomic seaming. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,39,39,,WT06
1785,Maya Tunic,"&lt;p&gt;With abutted seams and moisture wicking capacity, the Maya Tunic lets you work out in complete comfort.&lt;/p&gt; &lt;p&gt;&amp;bull; Mint green heather tunic-style tank. &lt;br /&gt;&amp;bull; Wrapped back with cut out detail.&lt;br /&gt;&amp;bull; Drawcord detail at end.&lt;br /&gt;&amp;bull; Abutted seams.&lt;/p&gt;",,29,29,,WT07
1801,Antonia Racer Tank,"&lt;p&gt;You won't know what you like best about the Antonia Racer Tank: soft, stretchy, lightweight fabric? Super-cute colorblocked details? Whatever it is, this piece is sure to quickly move to the top of your workout rotation.&lt;/p&gt; &lt;p&gt;&amp;bull; Machine wash.&lt;br /&gt;&amp;bull; Line dry.&lt;/p&gt;",,34,34,,WT08
1817,Breathe-Easy Tank,"&lt;p&gt;The Breathe Easy Tank is so soft, lightweight, and comfortable, you won't even know it's there -- until its high-tech Cocona&amp;reg; fabric starts wicking sweat away from your body to help you stay dry and focused. Layer it over your favorite sports bra and get moving.&lt;/p&gt; &lt;p&gt;&amp;bull; Machine wash/dry.&lt;br /&gt;&amp;bull; Cocona&amp;reg; fabric.&lt;/p&gt;",,34,34,,WT09
1824,Karmen Yoga Pant,"&lt;p&gt;Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.&lt;/p&gt; &lt;p&gt;&amp;bull; Light blue parachute pants.&lt;br /&gt;&amp;bull; Power mesh internal waistband for support.&lt;br /&gt;&amp;bull; Internal waistband pocket.&lt;br /&gt;&amp;bull; Antimicrobial finish.&lt;/p&gt;","1831,1838,1845,1852,1859,1866,1873,1880,1887,1894,1901,1908",39,39,,WP01
1831,Emma Leggings,&lt;p&gt;These comfortable and practical leggings pair perfectly with any workout top or casual tee. The Emma's subtle contrast fabric and fit ensure you're stylish without overdoing it.&lt;/p&gt; &lt;p&gt;&amp;bull; Light blue heather yoga pants. &lt;br /&gt;&amp;bull; Body hugging fit.&lt;br /&gt;&amp;bull; Low rise fit.&lt;/p&gt;,"1838,1845,1852,1859,1866,1873,1880,1887,1901,1908",42,42,,WP02
1838,Ida Workout Parachute Pant,"&lt;p&gt;The Ida Workout Parachute Pant is made of lightweight, super-soft fabric that keeps you comfortable during any level of activity, whether Downward Dog or a few trail miles.&lt;/p&gt; &lt;p&gt;&amp;bull; Royal blue parachute pants.&lt;br /&gt;&amp;bull; Contrast stripe.&lt;br /&gt;&amp;bull; Relaxed fit. &lt;br /&gt;&amp;bull; Drawstring closure.&lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;","1845,1852,1859,1880,1887,1901,1908",48,48,,WP03
1845,Cora Parachute Pant,"&lt;p&gt;Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.&lt;/p&gt; &lt;p&gt;&amp;bull; Light blue parachute pants.&lt;br /&gt;&amp;bull; Power mesh internal waistband for support.&lt;br /&gt;&amp;bull; Internal waistband pocket.&lt;br /&gt;&amp;bull; Antimicrobial finish.&lt;/p&gt;",,75,75,,WP04
1852,Sahara Leggings,"&lt;p&gt;Contrast colors, full-length leggings, and opaque, high-stretch fabric define the Sahara. Flat-locked seams and quick-drying wicking properties prevent chafing. A deep elasticated waistband and carefully positioned seamlines create a flattering silhouette.&lt;/p&gt; &lt;p&gt;&amp;bull; Pinstripe legging with rouched ankles.&lt;br /&gt;&amp;bull; Secret pocket at waistband.&lt;br /&gt;&amp;bull; Flat seams for comfort.&lt;br /&gt;&amp;bull; Shaped fit with low rise.&lt;br /&gt;&amp;bull; 4-way stretch, moisture-wicking material.&lt;/p&gt;",,75,75,,WP05
1859,Diana Tights,"&lt;p&gt;Perfect for hot bikram session or cool-down stretching. 8-percent stretch means you'll feel like anything is possible in the capri-style Diana Tights.&lt;/p&gt; &lt;p&gt;&amp;bull; Black legging with slate details.&lt;br /&gt;&amp;bull; Flat-lock, chafe-free side seams.&lt;br /&gt;&amp;bull; Vented gusset.&lt;br /&gt;&amp;bull; Secret interior pocket.&lt;br /&gt;&amp;bull; Sustainable and recycled fabric.&lt;/p&gt;","1845,1852,1901",59,59,,WP06
1866,Aeon Capri,"&lt;p&gt;Reach for the stars and beyond in these Aeon Capri pant. With a soft, comfortable feel and moisture wicking fabric, these duo-tone leggings are easy to wear -- and wear attractively.&lt;/p&gt; &lt;p&gt;&amp;bull; Black capris with teal accents.&lt;br /&gt;&amp;bull; Thick, 3&quot; flattering waistband.&lt;br /&gt;&amp;bull; Media pocket on inner waistband.&lt;br /&gt;&amp;bull; Dry wick finish for ultimate comfort and dryness.&lt;/p&gt;","1845,1852,1859,1880,1887,1901,1908",48,48,,WP07
1873,Bardot Capri,"&lt;p&gt;Black is back &amp;mdash; was it ever gone? &amp;mdash; which means all your favorite tops will get along with the comfortable and versatile Bardot Capri.&lt;/p&gt; &lt;p&gt;&amp;bull; Black capris with pink waistband.&lt;br /&gt;&amp;bull; Cropped leggings.&lt;br /&gt;&amp;bull; Waistband drawcord. &lt;br /&gt;&amp;bull; Flat, thin and flattering.&lt;br /&gt;&amp;bull; Made with organic fabric.&lt;/p&gt;","1845,1852,1859,1880,1887,1901,1908",48,48,,WP08
1880,Carina Basic Capri,"&lt;p&gt;Perfect as workout pants or &quot;accessory,&quot; the Carina Basic Capri is comfy as it is practical -- try it under skirts or shorts.&lt;/p&gt; &lt;p&gt;&amp;bull; Black capris with rouching detail.&lt;br /&gt;&amp;bull; 93% cotton, 7% spandex.&lt;br /&gt;&amp;bull; Elasticized waistband.&lt;br /&gt;&amp;bull; Reinforced seams with exposed topstitching.&lt;br /&gt;&amp;bull; Soft, medium-weight jersey with added stretch.&lt;/p&gt;","1845,1852,1859,1901",51,51,,WP09
1887,Daria Bikram Pant,&lt;p&gt;The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.&lt;/p&gt; &lt;p&gt;&amp;bull; Heather gray capris with pink striped waist.&lt;br /&gt;&amp;bull; Flatlock seams.&lt;br /&gt;&amp;bull; Interior pocket.&lt;/p&gt;,"1845,1852,1859,1901",51,51,,WP10
1894,Sylvia Capri,"&lt;p&gt;Enjoy a sleek, slendering look in new Silvia Capri. Its engineer-designed support fabric feels great and gives the illusion of a slimmer fit.&lt;/p&gt; &lt;p&gt;&amp;bull; Green striped capri.&lt;br /&gt;&amp;bull; Strategic side seam&lt;br /&gt;&amp;bull; Comfort gusset with lining.&lt;br /&gt;&amp;bull; Flat seaming.&lt;br /&gt;&amp;bull; Wide waistband.&lt;br /&gt;&amp;bull; Moisture wicking.&lt;/p&gt;","1838,1845,1852,1859,1866,1873,1880,1887,1901,1908",42,42,,WP11
1901,Deirdre Relaxed-Fit Capri,"&lt;p&gt;Invigorate your yoga practice with this Deirdre Relaxed-Fit Capri, designed to let you move without strain or restriction.&lt;/p&gt; &lt;p&gt;&amp;bull; Heather gray capris with mint green waist &amp;amp; accents.&lt;br /&gt;&amp;bull; Comfortable, relaxed fit with high rise.&lt;br /&gt;&amp;bull; Moisture-wicking, 4-way stretch construction.&lt;br /&gt;&amp;bull; Lined with mesh for better support.&lt;br /&gt;&amp;bull; Hidden pocket at waistband.&lt;br /&gt;&amp;bull; Flatlock seams and lined gusset for comfort.&lt;/p&gt;","1845,1852",63,63,,WP12
1908,Portia Capri,"&lt;p&gt;From yoga at dawn to evenings curled up with a book, our Portia Capri gives you the comfort and freedom to cruise through the day. The high-waisted design keeps you covered while you're bending and stretching, while contrast stripes promise a dash of sporty style.&lt;/p&gt; &lt;p&gt;&amp;bull; Salmon heather capri sweats.&lt;br /&gt;&amp;bull; Relaxed fit, high waist. &lt;br /&gt;&amp;bull; Inseam: 21&quot;. &lt;br /&gt;&amp;bull; Wide elastic waistband. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;","1845,1852,1859,1880,1887,1901",49,49,,WP13
1924,Fiona Fitness Short,"&lt;p&gt;Don't let the plain style fool you: the Fiona Fitness Short demands notice on several levels. Comfort, of course. But also a performance-grade wicking fabric that takes everything you can give.&lt;/p&gt; &lt;p&gt;&amp;bull; Black run shorts &lt;br /&gt;- cotton/spandex.&lt;br /&gt;&amp;bull; 5&amp;rdquo; inseam.&lt;br /&gt;&amp;bull; Machine wash/Line dry.&lt;/p&gt;",,29,29,,WSH01
1940,Maxima Drawstring Short,"&lt;p&gt;Even laid-back women like to stay stylish, and that's just what the Maxima Drawstring Short delivers. An elastic waist keeps the fit flexible, on the deck at home or on a trail walk. Sporty tennis flair adds an athletic accent.&lt;/p&gt; &lt;p&gt;&amp;bull; Light gray run shorts &lt;br /&gt;- cotton polyester. &lt;br /&gt;&amp;bull; Contrast binding. &lt;br /&gt;&amp;bull; 3&quot; inseam. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,28,28,,WSH02
1956,Gwen Drawstring Bike Short,"&lt;p&gt;For a completely modern style with moisture-wicking CoolTech&amp;trade; technology, try the Gwen Drawstring Bike Short. Subtle grays and eye catching stitching combine with an adjustable waist for the perfect look and fit.&lt;/p&gt; &lt;p&gt;&amp;bull; Dark heather gray rouched bike shorts.&lt;br /&gt;&amp;bull; Fitted. Inseam: 2&quot;. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,50,50,,WSH03
1972,Artemis Running Short,"&lt;p&gt;Discover smooth jogging and chic comfort each time you slip into the Artemis Running Short. A unique maritime-inspired design and oolor theme features a stretchy drawstring waist.&lt;/p&gt; &lt;p&gt;&amp;bull; Black rouched shorts with mint waist. &lt;br /&gt;&amp;bull; Soft, lightweight construction.&lt;br /&gt;&amp;bull; LumaTech&amp;trade; wicking technology.&lt;br /&gt;&amp;bull; Semi-fitted.&lt;/p&gt;",,45,45,,WSH04
1988,Bess Yoga Short,"&lt;p&gt;Designed for intense physical activity &amp;ndash; think bikram &amp;ndash; our Bess Yoga Short features moisture-wicking, four-way stretch fabric that lets you move in every which way. A vented gusset adds breathability and range of motion.&lt;/p&gt; &lt;p&gt;&amp;bull; Navy cotton shorts with light bue waist detail.&lt;br /&gt;&amp;bull; Front shirred waistband.&lt;br /&gt;&amp;bull; Flat-lock, chafe-free side seams.&lt;br /&gt;&amp;bull; Vented gusset.&lt;br /&gt;&amp;bull; Hidden interior pocket.&lt;br /&gt;&amp;bull; Sustainable and recycled fabric.&lt;/p&gt;",,28,28,,WSH05
1995,Angel Light Running Short,"&lt;p&gt;The Angel Light Running Short offers comfort in an ultra-lightweight, breathable package. With fabric infused with all-natural Cocona&amp;reg; performance technology, it can whisk away sweat and block UV rays.&lt;/p&gt; &lt;p&gt;&amp;bull; Dark heather gray running shorts.&lt;br /&gt;&amp;bull; Snug fit. &lt;br /&gt;&amp;bull; Elastic waistband. &lt;br /&gt;&amp;bull; Cocona&amp;reg; performance fabric. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,42,42,,WSH06
